大白菜0.350.400.45\冀斤2019-12-05
鬼子姜0.800.901.00冀斤2019-12-05
西芹0.500.570.65辽斤2019-12-05
豌豆4.304.655.00云斤2019-12-05
(绿)紫菜苔2.202.502.80浙斤2019-12-05
油菜1.501.752.00水菜斤2019-12-05
小白菜1.802.152.50水菜斤2019-12-05
油麦菜2.002.252.50水菜斤2019-12-05
奶白菜2.002.252.50水菜斤2019-12-05
散生菜2.502.753.00水菜斤2019-12-05
香葱3.003.504.00水菜斤2019-12-05
茼蒿5.505.756.00水菜斤2019-12-05
蒿子秆3.003.253.50水菜斤2019-12-05
水萝卜2.002.252.50水菜斤2019-12-05
樱桃萝卜2.002.252.50水菜斤2019-12-05
香芹2.503.003.50水菜斤2019-12-05
菠菜2.502.753.00水菜斤2019-12-05
苋菜4.004.254.50水菜斤2019-12-05
菊花菜2.502.753.00水菜斤2019-12-05
黄心菜1.501.752.00水菜斤2019-12-05
青蒜2.002.252.50水菜斤2019-12-05
盖菜2.502.753.00水菜斤2019-12-05
芥兰3.003.253.50水菜斤2019-12-05
菜心2.002.503.00水菜斤2019-12-05
空心菜4.004.505.00水菜斤2019-12-05
鸡毛菜4.504.755.00水菜斤2019-12-05
荠菜6.006.256.50水菜斤2019-12-05
豌豆苗4.504.755.00水菜斤2019-12-05
快菜2.002.252.50水菜斤2019-12-05
苦菊3.003.253.50水菜斤2019-12-05
穿心莲2.002.252.50水菜斤2019-12-05
木耳菜4.504.755.00水菜斤2019-12-05
生台农大芒果8.0010.5013.00芒果类斤2019-12-05
高乐密4.505.757.00芒果类斤2019-12-05
青皮芒果6.006.507.00芒果类斤2019-12-05
凯特芒果6.007.759.50芒果类斤2019-12-05
玉纹9.009.5010.00芒果类斤2019-12-05
香芒3.003.253.50芒果类斤2019-12-05
新世纪(澳芒)8.008.509.00芒果类斤2019-12-05
水仙芒果4.006.008.00芒果类斤2019-12-05
箱装菠萝（上六下六）1.601.701.80其他类斤2019-12-05
圣女果（千禧）3.004.506.00其他类斤2019-12-05
百香果7.007.508.00其他类斤2019-12-05
桑葚5.006.257.50其他类斤2019-12-05
冬枣1.502.754.00其他类斤2019-12-05
宁玉草莓13.0014.0015.00其他类斤2019-12-05
红颜草莓13.0019.0025.00其他类斤2019-12-05
丹东九九草莓28.0031.5035.00其他类斤2019-12-05
甜宝(奶油)草莓18.0021.5025.00其他类斤2019-12-05
巧克力草莓15.0016.5018.00其他类斤2019-12-05
甜查理草莓7.0010.5014.00其他类斤2019-12-05
磨盘柿子1.001.201.40其他类斤2019-12-05
火龙果3.004.506.00其他类斤2019-12-05
板栗2.503.003.50其他类斤2019-12-05
油栗5.007.5010.00其他类斤2019-12-05
木瓜2.503.254.00其他类斤2019-12-05
柿饼4.005.006.00其他类斤2019-12-05
甘蔗1.101.201.30其他类斤2019-12-05
柠檬3.003.504.00其他类斤2019-12-05
石榴（四川）1.502.253.00其他类斤2019-12-05
石榴（软籽）4.006.008.00其他类斤2019-12-05
石榴（云南）2.003.505.00其他类斤2019-12-05
黑枣5.506.507.50其他类斤2019-12-05
山楂1.502.253.00其他类斤2019-12-05
蜜柿1.802.152.50其他类斤2019-12-05
姑娘果（灯笼果）3.505.257.00其他类斤2019-12-05
鸭梨1.001.201.40梨类斤2019-12-05
雪花梨1.001.101.20梨类斤2019-12-05
皇冠梨（标箱）1.601.902.20梨类斤2019-12-05
贡梨1.001.251.50梨类斤2019-12-05
南果梨1.502.253.00梨类斤2019-12-05
丰水梨2.102.152.20梨类斤2019-12-05
红霄梨2.602.953.30梨类斤2019-12-05
库尔勒香梨2.003.004.00梨类斤2019-12-05
红香酥梨系列1.402.704.00梨类斤2019-12-05
贵妃梨1.001.101.20梨类斤2019-12-05
蜜桔1.201.702.20柑橘类斤2019-12-05
江西南丰蜜桔1.501.852.20柑橘类斤2019-12-05
广西南丰蜜桔2.002.302.60柑橘类斤2019-12-05
沙糖桔(中果）3.504.255.00柑橘类斤2019-12-05
丑橘(不知火）晚禄1.902.553.20柑橘类斤2019-12-05
爱媛3.004.005.00柑橘类斤2019-12-05
赣南脐橙Ф65-Ф953.003.904.80柑橘类斤2019-12-05
鄂、湘、川脐橙1.702.603.50柑橘类斤2019-12-05
血橙/二月红/中华红3.504.756.00柑橘类斤2019-12-05
冰糖桔1.002.003.00柑橘类斤2019-12-05
小叶桔1.501.752.00柑橘类斤2019-12-05
芦柑1.502.002.50柑橘类斤2019-12-05
金桔3.505.758.00柑橘类斤2019-12-05
红心蜜柚1.501.902.30柑橘类斤2019-12-05
蜜柚1.201.401.60柑橘类斤2019-12-05
耙耙柑6.007.008.00柑橘类斤2019-12-05
晚密1.702.453.20桃李杏类斤2019-12-05
猕猴桃（徐香）2.002.503.00桃李杏类斤2019-12-05
猕猴桃（海沃德）1.501.952.40桃李杏类斤2019-12-05
猕猴桃（秦美亚特）1.501.902.30桃李杏类斤2019-12-05
李子1.503.255.00桃李杏类斤2019-12-05
布朗0.801.402.00桃李杏类斤2019-12-05
冬桃1.001.752.50桃李杏类斤2019-12-05
无籽小号-大号1.902.052.20西瓜类斤2019-12-05
海南麒麟西瓜1.801.902.00西瓜类斤2019-12-05
麒麟西瓜1.802.202.60西瓜类斤2019-12-05
黑美人1.501.651.80西瓜类斤2019-12-05
小兰.特小凤1.501.902.30西瓜类斤2019-12-05
绿宝（p2）1.401.451.50西瓜类斤2019-12-05
国产香蕉2.002.252.50香蕉类斤2019-12-05
南美、菲律宾香蕉2.803.303.80香蕉类斤2019-12-05
泰国香蕉7.007.257.50香蕉类斤2019-12-05
国产皇帝香蕉2.402.703.00香蕉类斤2019-12-05
哈密瓜2.003.254.50甜瓜类斤2019-12-05
晓蜜25号1.702.102.50甜瓜类斤2019-12-05
网纹2.002.603.20甜瓜类斤2019-12-05
长香玉1.401.601.80甜瓜类斤2019-12-05
伊丽沙白1.801.902.00甜瓜类斤2019-12-05
玉姑1.501.752.00甜瓜类斤2019-12-05
羊角蜜3.303.954.60甜瓜类斤2019-12-05
花蕾甜瓜3.803.904.00甜瓜类斤2019-12-05
久红瑞1.501.752.00甜瓜类斤2019-12-05
绿宝甜瓜2.703.103.50甜瓜类斤2019-12-05
博阳九号3.504.004.50甜瓜类斤2019-12-05
富士（纸袋Φ70-84）1.301.852.40苹果类斤2019-12-05
富士（纸+膜袋）1.501.902.30苹果类斤2019-12-05
富士（纸袋Φ85以上）2.402.953.50苹果类斤2019-12-05
黄元帅1.001.502.00苹果类斤2019-12-05
花牛(Φ70-85)1.201.852.50苹果类斤2019-12-05
新疆阿克苏（冰糖心）2.002.703.40苹果类斤2019-12-05
国光苹果0.801.602.40苹果类斤2019-12-05
辽宁寒富苹果1.501.651.80苹果类斤2019-12-05
云南冰糖心3.304.405.50苹果类斤2019-12-05
王林苹果1.201.351.50苹果类斤2019-12-05
巨峰葡萄2.002.503.00葡萄类斤2019-12-05
红提葡萄6.006.757.50葡萄类斤2019-12-05
阳光玫瑰葡萄15.0025.0035.00葡萄类斤2019-12-05
克伦生6.007.008.00葡萄类斤2019-12-05
黑提葡萄、夏黑6.006.507.00葡萄类斤2019-12-05
马奶葡萄3.003.504.00葡萄类斤2019-12-05
木纳格3.003.504.00葡萄类斤2019-12-05
红宝石葡萄4.005.006.00葡萄类斤2019-12-05
紫甜4.004.505.00葡萄类斤2019-12-05
生台农小芒果9.0010.5012.00芒果类斤2019-12-05
白条猪（瘦）21.5021.5021.50普通斤2019-12-05
白条猪（肥）18.0018.0018.00普通斤2019-12-05
前臀尖（瘦）22.0023.0024.00普通斤2019-12-05
前臀尖（肥）19.0020.5022.00普通斤2019-12-05
后臀尖（瘦）22.0023.0024.00普通斤2019-12-05
后臀尖（肥）20.0021.0022.00普通斤2019-12-05
五花肉（瘦）24.0025.5027.00普通斤2019-12-05
五花肉（肥）22.0023.0024.00普通斤2019-12-05
纯通脊24.0025.0026.00普通斤2019-12-05
通脊20.0022.0024.00普通斤2019-12-05
纯瘦肉22.0023.5025.00普通斤2019-12-05
前肘14.0014.5015.00普通斤2019-12-05
后肘12.0012.0012.00普通斤2019-12-05
猪尾巴40.0040.0040.00普通斤2019-12-05
猪蹄22.0022.0022.00普通斤2019-12-05
纯排骨26.0028.0030.00普通斤2019-12-05
纯腔骨11.0013.5016.00普通斤2019-12-05
腔排骨20.0021.5023.00普通斤2019-12-05
棒骨15.0015.5016.00普通斤2019-12-05
猪头10.0011.0012.00普通斤2019-12-05
猪口条20.0021.0022.00普通斤2019-12-05
猪耳33.0034.0035.00普通斤2019-12-05
猪脑50.0051.5053.00普通斤2019-12-05
猪肚22.0023.0024.00普通斤2019-12-05
猪板油14.0014.0014.00普通斤2019-12-05
肥膘肉11.0011.5012.00普通斤2019-12-05
猪腰子26.0027.0028.00普通斤2019-12-05
护心肉19.0019.0019.00普通斤2019-12-05
猪心11.0011.0011.00普通斤2019-12-05
猪肝10.0010.0010.00普通斤2019-12-05
猪肺(个）6.006.006.00普通斤2019-12-05
猪皮7.007.508.00普通斤2019-12-05
猪肠头22.0022.5023.00普通斤2019-12-05
猪肠21.0021.5022.00普通斤2019-12-05
整牛33.0033.3833.75普通斤2019-12-05
牛前腱35.0035.5036.00普通斤2019-12-05
牛后腱35.0035.5036.00普通斤2019-12-05
牛前腿34.0034.2534.50普通斤2019-12-05
牛后腿34.0034.2534.50普通斤2019-12-05
肥牛33.0033.7534.50普通斤2019-12-05
精肥牛34.0034.5035.00普通斤2019-12-05
牛柳（里脊）37.0037.5038.00普通斤2019-12-05
精牛柳39.0039.5040.00普通斤2019-12-05
牛腩34.0034.5035.00普通斤2019-12-05
牛林34.0034.5035.00普通斤2019-12-05
牛腰子15.0015.5016.00普通斤2019-12-05
牛肚13.0014.0015.00普通斤2019-12-05
牛百叶38.0039.0040.00普通斤2019-12-05
牛心9.509.7510.00普通斤2019-12-05
牛舌30.0030.0030.00普通斤2019-12-05
牛骨4.504.755.00普通斤2019-12-05
牛排骨25.0029.5034.00普通斤2019-12-05
牛板筋23.0027.5032.00普通斤2019-12-05
牛蹄筋25.0025.0025.00普通斤2019-12-05
牛鞭43.0045.5048.00普通斤2019-12-05
牛尾28.0029.0030.00普通斤2019-12-05
牛黄喉43.0044.0045.00普通斤2019-12-05
牛上脑33.0033.2533.50普通斤2019-12-05
整羊26.5027.0027.50普通斤2019-12-05
去骨羊前腿35.0035.0035.00普通斤2019-12-05
去骨羊后腿36.5036.5036.50普通斤2019-12-05
羊腰窝34.0034.0034.00普通斤2019-12-05
羊肉片33.0034.0035.00普通斤2019-12-05
羊腰子（挂油个）15.0016.0017.00普通斤2019-12-05
羊蝎子18.0018.5019.00普通斤2019-12-05
